Employee ID,Age,Years at Company,Monthly Income,Number of Promotions,Distance from Home,Number of Dependents,Company Tenure (In Months),Attrition,event_timestamp,Gender_Female,Gender_Male,Job Role_Education,Job Role_Finance,Job Role_Healthcare,Job Role_Media,Job Role_Technology,Work-Life Balance_Excellent,Work-Life Balance_Fair,Work-Life Balance_Good,Work-Life Balance_Poor,Job Satisfaction_High,Job Satisfaction_Low,Job Satisfaction_Medium,Job Satisfaction_Very High,Performance Rating_Average,Performance Rating_Below Average,Performance Rating_High,Performance Rating_Low,Overtime_No,Overtime_Yes,Education Level_Associate Degree,Education Level_Bachelor's Degree,Education Level_High School,Education Level_Master's Degree,Education Level_PhD,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,Job Level_Entry,Job Level_Mid,Job Level_Senior,Company Size_Large,Company Size_Medium,Company Size_Small,Remote Work_No,Remote Work_Yes,Leadership Opportunities_No,Leadership Opportunities_Yes,Innovation Opportunities_No,Innovation Opportunities_Yes,Company Reputation_Excellent,Company Reputation_Fair,Company Reputation_Good,Company Reputation_Poor,Employee Recognition_High,Employee Recognition_Low,Employee Recognition_Medium,Employee Recognition_Very High
8410,-0.6231492185422283,0.2920967141077761,-0.7527243286916496,1.1725970801148449,-0.9943337773645758,-1.0490813085472308,1.33215073101847,0,2026-07-29 14:25:14.391678,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
64756,1.6940841468013583,-1.0443646922239247,-0.6972771604327881,2.1773373413680157,-1.0298554897071426,0.849715079308736,-1.3897089158675524,0,2026-07-29 14:25:14.391678,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
30257,-1.2024575598781249,-0.5097801296912444,0.313478510952708,-0.8368834423914974,-1.3850726131328106,0.849715079308736,0.731740514793612,0,2026-07-29 14:25:14.391678,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
65791,-0.20935754615944496,-0.7770724109575846,-1.292179069876823,0.1678568188616737,-0.8167252156517418,0.21678295002341377,-0.2289158311661605,0,2026-07-29 14:25:14.391678,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0
65026,1.4458091433716884,2.2522401100609373,-0.9718176532700676,-0.8368834423914974,0.7462301274211971,-1.0490813085472308,0.4915764283036689,0,2026-07-29 14:25:14.391678,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
24368,-0.043840877206331626,-1.1334621193127048,1.0134990102208346,2.1773373413680157,-0.4615080922260739,-1.0490813085472308,-0.34899787441113206,1,2026-07-29 14:25:14.391678,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
64970,0.7009841330826784,0.6484864224628963,-1.4107744019860546,0.1678568188616737,0.8883169767914643,0.849715079308736,1.4922601220117653,1,2026-07-29 14:25:14.391678,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
36999,0.783742467559235,0.02480443284143592,1.4932710355718166,1.1725970801148449,-1.5982028871882112,1.4826472085940585,1.292123383270146,0,2026-07-29 14:25:14.391678,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
32714,1.528567477848245,2.519532391327277,-1.3753498222651153,0.1678568188616737,-0.39046466754094034,1.4826472085940585,0.7717678625419359,0,2026-07-29 14:25:14.391678,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
15944,-1.2024575598781249,-1.311656973490265,-0.009963303890650737,0.1678568188616737,0.24892615462526194,1.4826472085940585,0.011248255323782638,1,2026-07-29 14:25:14.391678,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
29972,-0.7059075530187849,-0.33158527551368433,-0.732316690374152,0.1678568188616737,0.035795880569861195,-0.41614917926190853,0.011248255323782638,1,2026-07-29 14:25:14.391678,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
9063,-0.7886658874953416,-0.8661698380463646,0.6180528865968709,1.1725970801148449,-0.8522469279943087,-1.0490813085472308,0.011248255323782638,1,2026-07-29 14:25:14.391678,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
21896,0.7009841330826784,1.984947828794597,0.6523223169790839,0.1678568188616737,0.9948821138191646,-1.0490813085472308,0.011248255323782638,1,2026-07-29 14:25:14.391678,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
28098,-0.6231492185422283,0.5593889953741162,0.2869100761620036,3.182077602621187,-0.7101600786240414,0.21678295002341377,0.011248255323782638,0,2026-07-29 14:25:14.391678,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
22068,0.12167579174678171,1.2721684120843566,-0.3830765402992396,-0.8368834423914974,1.7053163606705004,-1.0490813085472308,0.011248255323782638,0,2026-07-29 14:25:14.391678,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
17696,0.12167579174678171,-1.0443646922239247,-0.8351249815207911,-0.8368834423914974,-0.07076925645783919,-1.0490813085472308,-1.3897089158675524,1,2026-07-29 14:25:14.391678,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0
55668,-1.6162492322609083,-0.5988775567800245,0.3454376426574685,1.1725970801148449,-1.1719423390774097,0.849715079308736,0.011248255323782638,1,2026-07-29 14:25:14.391678,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
19288,-0.4576325495891149,-1.311656973490265,0.5344970844290032,0.1678568188616737,1.279055812559699,-1.0490813085472308,0.011248255323782638,0,2026-07-29 14:25:14.391678,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
17034,0.8665008020357917,1.8958504017058169,-0.42081141869763145,1.1725970801148449,0.35549129165296234,1.4826472085940585,0.011248255323782638,0,2026-07-29 14:25:14.391678,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
9697,-0.7886658874953416,-0.5988775567800245,0.0743625978363678,-0.8368834423914974,-1.4205943254753772,-1.0490813085472308,0.011248255323782638,0,2026-07-29 14:25:14.391678,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
17209,1.032017470988905,2.2522401100609373,0.5344970844290032,1.1725970801148449,-1.136420626734843,0.849715079308736,0.011248255323782638,0,2026-07-29 14:25:14.391678,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
45399,1.528567477848245,1.5394606933506967,0.329650601694876,-0.8368834423914974,0.0002741682272943991,-0.41614917926190853,0.011248255323782638,0,2026-07-29 14:25:14.391678,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
58984,0.03891745727022504,-1.311656973490265,0.28267452858667386,0.1678568188616737,0.0002741682272943991,-1.0490813085472308,0.011248255323782638,1,2026-07-29 14:25:14.391678,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
24208,-0.20935754615944496,-0.24248784842490426,-0.5663602353771429,-0.8368834423914974,0.0002741682272943991,-0.41614917926190853,0.011248255323782638,1,2026-07-29 14:25:14.391678,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
14291,1.280292474418575,-0.9552672651351447,-1.035350866900013,-0.8368834423914974,0.0002741682272943991,-1.0490813085472308,0.011248255323782638,1,2026-07-29 14:25:14.391678,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
20748,0.783742467559235,-0.5988775567800245,-0.9078993898605467,0.1678568188616737,1.4921860866150998,-1.0490813085472308,0.011248255323782638,1,2026-07-29 14:25:14.391678,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
13394,-1.2852158943546816,-0.24248784842490426,1.987674952546665,-0.8368834423914974,0.0002741682272943991,-0.41614917926190853,0.011248255323782638,0,2026-07-29 14:25:14.391678,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
65251,0.535467464129565,0.4702915682853362,0.08706924056235689,0.1678568188616737,0.0002741682272943991,-0.41614917926190853,0.45154908055534504,0,2026-07-29 14:25:14.391678,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
6885,0.783742467559235,1.4503632662619166,-1.466991669804067,-0.8368834423914974,0.0002741682272943991,-1.0490813085472308,0.011248255323782638,0,2026-07-29 14:25:14.391678,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
68576,0.535467464129565,1.6285581204394768,0.37932202326010606,-0.8368834423914974,0.0002741682272943991,1.4826472085940585,1.4122054265151176,0,2026-07-29 14:25:14.391678,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
69149,-1.2024575598781249,-0.4206827026024644,-0.38923733677244643,-0.8368834423914974,0.17788272994012835,0.21678295002341377,0.011248255323782638,0,2026-07-29 14:25:14.391678,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0
61864,0.287192460699895,-1.311656973490265,0.5887891033491384,0.1678568188616737,0.0002741682272943991,0.21678295002341377,0.011248255323782638,0,2026-07-29 14:25:14.391678,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
29641,1.1975341399420183,2.519532391327277,0.007363936190243483,0.1678568188616737,0.0002741682272943991,-1.0490813085472308,0.011248255323782638,1,2026-07-29 14:25:14.391678,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0
65586,0.03891745727022504,0.5593889953741162,-0.6888060652821287,-0.8368834423914974,0.0002741682272943991,-1.0490813085472308,0.011248255323782638,1,2026-07-29 14:25:14.391678,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
15737,-0.1265992116828883,-1.222559546401485,0.7501249609912424,-0.8368834423914974,0.0002741682272943991,-1.0490813085472308,0.011248255323782638,0,2026-07-29 14:25:14.391678,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0
51448,-0.1265992116828883,-0.8661698380463646,0.1371257119071624,-0.8368834423914974,0.0002741682272943991,-0.41614917926190853,0.011248255323782638,0,2026-07-29 14:25:14.391678,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
12259,-0.6231492185422283,0.20299928701899603,-0.8624635158706464,1.1725970801148449,0.0002741682272943991,0.21678295002341377,0.011248255323782638,1,2026-07-29 14:25:14.391678,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1
8881,-0.1265992116828883,-0.5988775567800245,0.49560705669188504,1.1725970801148449,0.0002741682272943991,0.21678295002341377,1.2120686877734983,0,2026-07-29 14:25:14.391678,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
17543,0.535467464129565,1.0048761308180165,-0.7816030621598067,1.1725970801148449,0.0002741682272943991,1.4826472085940585,0.011248255323782638,0,2026-07-29 14:25:14.391678,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0
74472,1.528567477848245,0.6484864224628963,-0.5417170494843155,1.1725970801148449,0.0002741682272943991,0.849715079308736,0.011248255323782638,0,2026-07-29 14:25:14.391678,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
64075,0.287192460699895,-1.222559546401485,-0.4358283601010731,-0.8368834423914974,0.0002741682272943991,1.4826472085940585,0.011248255323782638,1,2026-07-29 14:25:14.391678,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
54804,-0.6231492185422283,0.11390185993021597,-0.5347861534519579,-0.8368834423914974,0.0002741682272943991,1.4826472085940585,0.011248255323782638,1,2026-07-29 14:25:14.391678,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
24350,1.4458091433716884,0.5593889953741162,-0.2848888465075057,1.1725970801148449,0.0002741682272943991,0.21678295002341377,0.011248255323782638,0,2026-07-29 14:25:14.391678,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
72189,-0.3748742151125583,-0.33158527551368433,0.3577592356038822,-0.8368834423914974,0.0002741682272943991,-0.41614917926190853,0.011248255323782638,1,2026-07-29 14:25:14.391678,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
36437,1.4458091433716884,-0.7770724109575846,0.9753790820428673,1.1725970801148449,0.0002741682272943991,-0.41614917926190853,0.011248255323782638,1,2026-07-29 14:25:14.391678,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
34857,0.7009841330826784,1.806752974617037,0.42244759857255393,0.1678568188616737,0.0002741682272943991,-1.0490813085472308,0.45154908055534504,1,2026-07-29 14:25:14.391678,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
26304,-1.1196992254015683,-1.222559546401485,-0.25215961524359437,-0.8368834423914974,0.0002741682272943991,0.21678295002341377,-1.2295995248742568,0,2026-07-29 14:25:14.391678,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
33177,-1.1196992254015683,-1.1334621193127048,0.40512035849165967,-0.8368834423914974,0.0002741682272943991,0.849715079308736,-0.2689431789144843,0,2026-07-29 14:25:14.391678,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0
70003,-0.20935754615944496,-0.6879749838688045,0.9357189547465983,0.1678568188616737,0.0002741682272943991,-0.41614917926190853,0.011248255323782638,1,2026-07-29 14:25:14.391678,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
63046,0.20443412622333837,1.0939735579067966,-0.6772545718948659,-0.8368834423914974,0.0002741682272943991,-1.0490813085472308,0.011248255323782638,0,2026-07-29 14:25:14.391678,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
30924,1.3630508088951316,-0.8661698380463646,0.7739980473249188,-0.8368834423914974,0.0002741682272943991,0.849715079308736,0.011248255323782638,1,2026-07-29 14:25:14.391678,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0
5254,0.783742467559235,0.20299928701899603,0.24301440129040489,-0.8368834423914974,0.0002741682272943991,0.21678295002341377,0.011248255323782638,1,2026-07-29 14:25:14.391678,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
33430,-1.450732563307795,-0.4206827026024644,-0.38076624162178707,-0.8368834423914974,0.0002741682272943991,-1.0490813085472308,0.011248255323782638,0,2026-07-29 14:25:14.391678,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
